SKU;DESCRIPCION;MARCA;COSTO;VENTA;IVA %;CATEGORIA;SUB CATEGORIA
iDS-2CD7A46G0-P-IZHSY-0832-C;4MP DeepInView ANPR IK10;HIKVISION;630;1015;21;CAMARAS IP;HIK TRAFFIC
IDS-2CD7A46G2-P-IZHSY-2812;4MP Deepin ANPR VF Bulle;HIKVISION;575;926;21;CAMARAS IP;HIK TRAFFIC
iDS-TCM403-BI-0832;4 MP IR ANPR Smart IPC Hi;HIKVISION;1319;1720;21;CAMARAS IP;HIK TRAFFIC
IDS-TCV907-BIR;9 MP ANPR All-Rounder Tra;HIKVISION;31959;31959;21;CAMARAS IP;HIK TRAFFIC
IDS-TCV991-FIR;9MP ANPR Radar IPC Hikvis;HIKVISION;32696.5;32696.5;21;CAMARAS IP;HIK TRAFFIC
L1300-R117;Pole for LPR Camera Unit;HIKVISION;65;102;21;CAMARAS IP;HIK TRAFFIC
DS-2XE6025G0-I-040-B;2MP IR Explosion Proof;HIKVISION;521;679;21;ANTIEXPLOSIVAS;HIKVISION
DS-2XE6442F-IZHRS-0832-D;4MP EXIR 316L VariFocal;HIKVISION;2783;3628;21;ANTIEXPLOSIVAS;HIKVISION
DS-2XT6445G2-L-C08-040;4MP HighTemperature;HIKVISION;637;830;21;ANTIEXPLOSIVAS;HIKVISION
DS-2XT6685G0-LIZS-C25-0832;8MP High Temperature;HIKVISION;1349;1758;21;ANTIEXPLOSIVAS;HIKVISION
DS-MCW409;Body Cam LTE WIFI Hik;HIKVISION;905;1179;21;MOVILES;HIKVISION
HC-Intercom-1Room-Lifetime;HikConnect 1 Intercom;HIKVISION;27.1;41;21;SOFTWARE;HIKVISION
HikCentral-P-ACS-16Door-Base-Promo;HikCentral ACS Base+16Ch;HIKVISION;877;1143;21;SOFTWARE;HIKVISION
HikCentral-P-ACS-1Door;HikCentral AC 1 Puerta;HIKVISION;48.8;64;21;SOFTWARE;HIKVISION
HikCentral-P-ACS-2Door-Base;HikCentral Pro Base + 2P;HIKVISION;195;254;21;SOFTWARE;HIKVISION
HikCentral-P-AlarmPanel-1Unit;HikCentral 1 Alarma;HIKVISION;76;99;21;SOFTWARE;HIKVISION
HikCentral-P-E&E-2Lane-Module-Promo;HCP- Mod Enter Exit 2lane;HIKVISION;584.6;725.7;21;SOFTWARE;HIKVISION
HikCentral-P-Elevator-Module;HikCentral Mod Elevador;HIKVISION;1214;1583;21;SOFTWARE;HIKVISION
HikCentral-P-IPSpeaker-1Unit;HCP Licencia 1 Speaker IP;HIKVISION;48.8;64;21;SOFTWARE;HIKVISION
HikCentral-P-MS-10Unit-Base-Promo;Hik Pro Mobile Base+10Ch;HIKVISION;245;320;21;SOFTWARE;HIKVISION
HikCentral-P-MS-1Ch-ANPR;HCP- Licencia ANPR 1 CH;HIKVISION;195;254;21;SOFTWARE;HIKVISION
HikCentral-P-MS-1Unit;Hik Pro 1 Ch Mobile;HIKVISION;90;118;21;SOFTWARE;HIKVISION
HikCentral-P-MS-Route&Driver-Module;HCP - Mod Analisis Rutas;HIKVISION;2441;3182;21;SOFTWARE;HIKVISION
HikCentral-P-SmartWall-Module;Hik Pro Modulo Smart Wall;HIKVISION;449;585;21;SOFTWARE;HIKVISION
HikCentral-P-Visitor-Module;HikCentral Pro Mod Visita;HIKVISION;484;631;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-16Ch-Base-Promo;HikCentral Base+16Ch;HIKVISION;779;1016;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-1Ch;HikCentral 1Ch Adicional;HIKVISION;47;58.3;21;SOFTWARE;HIKVISION
Hikcentral-P-VSS-1ch-3rdParty;HCP- 1ch cam terceros;HIKVISION;82.4;102.3;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-1Ch-ANPR;HikCentral 1Ch ANPR;HIKVISION;195;254;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-1Ch-Facial&Body;HikCentral 1Ch Facial;HIKVISION;242;315;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-64Ch-Base-Promo;HikCentral Pro 64Ch VMS;HIKVISION;2822;3678;21;SOFTWARE;HIKVISION
HikCentral-P-VSS-Base;HCP - Base Video;HIKVISION;68.3;84.8;21;SOFTWARE;HIKVISION
pStor-Picture Storage-Base;pStor- Base picture stor;HIKVISION;244;317;21;SOFTWARE;HIKVISION
pStor-Video Storage-Base-1Ch;pStor Video base x1ch;HIKVISION;24.4;32;21;SOFTWARE;HIKVISION
DS-A81024S;ICVS 24HDD Storage;HIKVISION;6082;9795;10.5;STORAGE;HIKVISION
DS-AT1000S-500-25T;Storage 500TB HikVision;HIKVISION;35240;44881;21;STORAGE;HIKVISION
DS-3E0106HP-E;4 PoE+ 2FE Unmanaged;HIKVISION;33.1;47;10.5;SWITCH;HIKVISION
DS-3E0109P-E-M-B;8P FE PoE Unmanaged;HIKVISION;32.5;44;10.5;SWITCH;HIKVISION
DS-3E0310HP-E;8 PoE+ 2FE Unmanaged;HIKVISION;66;93;10.5;SWITCH;HIKVISION
DS-3E0520HP-E;16 Port Gb Unmanaged POE;HIKVISION;224;317;10.5;SWITCH;HIKVISION
DS-3E0524TF;12P Gb+12 GSFP Unmanaged;HIKVISION;252;405;10.5;SWITCH;HIKVISION
DS-3E1105P-EI;4PoE +1 FE Smart;HIKVISION;38.1;61;10.5;SWITCH;HIKVISION
DS-3E1105P-EI-M-V2;4 PoE+1 FE Unnmanaged;HIKVISION;27.5;39;10.5;SWITCH;HIKVISION
DS-3E1105P-EI-V2;4 PoE +1FE Unmanaged;HIKVISION;27.5;39;10.5;SWITCH;HIKVISION
DS-3E1106HP-EI;4 PoE+2FE Unmanaged;HIKVISION;48.2;78;10.5;SWITCH;HIKVISION
DS-3E1106P-EI;4P PoE +2FE Unmanaged;HIKVISION;40.9;66;10.5;SWITCH;HIKVISION
DS-3E1106P-EI-M;4PoE+2 FE Unmanaged;HIKVISION;30.1;43;10.5;SWITCH;HIKVISION
DS-3E1309P-EI;8 FE PoE+1 FE Smart;HIKVISION;70;113;10.5;SWITCH;HIKVISION
DS-3E1309P-EI-B;8FE PoE+1Gb Smart;HIKVISION;70;113;10.5;SWITCH;HIKVISION
DS-3E1309P-EI-M;8 FE PoE+2Gb Smart;HIKVISION;45.8;65;10.5;SWITCH;HIKVISION
DS-3E1310HP-EI;8PoE+2 GB Managed;HIKVISION;95;154;10.5;SWITCH;HIKVISION
DS-3E1310P-EI-M;8P FE+2 Gb Smart;HIKVISION;49.6;70;10.5;SWITCH;HIKVISION
DS-3E1310P-SI-V2;8 FE PoE+2xGb Combo Smart;HIKVISION;181;231;10.5;SWITCH;HIKVISION
DS-3E1318P-EI;16FE PoE+2 Combo;HIKVISION;207;333;10.5;SWITCH;HIKVISION
DS-3E1318P-EI-M;16P FE PoE+1 Combo;HIKVISION;119;169;10.5;SWITCH;HIKVISION
DS-3E1318P-EI-V2;16FE PoE+2Gb Combo;HIKVISION;181;292;10.5;SWITCH;HIKVISION
DS-3E1318P-SI-V2;16 FE PoE+2Gb Combo;HIKVISION;329;419;10.5;SWITCH;HIKVISION
DS-3E1326P-EI;24 FE PoE+2GB Combo Smart;HIKVISION;232;374;10.5;SWITCH;HIKVISION
DS-3E1326P-EI-M;24 FE PoE+1Gb Combo Smart;HIKVISION;156;221;10.5;SWITCH;HIKVISION
DS-3E1326P-EI-V2;24 FE PoE+2Gb Combo Smart;HIKVISION;232;374;10.5;SWITCH;HIKVISION
DS-3E1510P-EI;8 Gb PoE+2 Gb Smart;HIKVISION;72;103;10.5;SWITCH;HIKVISION
DS-3E1510P-SI;8 Gb PoE+2 GSFP Smart;HIKVISION;151;243;10.5;SWITCH;HIKVISION
DS-3E1516-EI;16P GB Managed;HIKVISION;72;116;10.5;SWITCH;HIKVISION
DS-3E1518P-EI;16P GB PoE Managed;HIKVISION;202;325;10.5;SWITCH;HIKVISION
DS-3E1518P-SI;16PoE Gb+2 GSFP Smart;HIKVISION;285;460;10.5;SWITCH;HIKVISION
DS-3E1526P-EI;24 GB PoE+1 Combo Managed;HIKVISION;242;343;10.5;SWITCH;HIKVISION
DS-3E1526P-EI-M;24 Port Gigabit Smart POE;HIKVISION;207;293;10.5;SWITCH;HIKVISION
DS-3E1526P-EI-V2;24 Port Gigabit Smart POE;HIKVISION;242;343;10.5;SWITCH;HIKVISION
DS-3E1552P-SI;48 GB POE+2GB+2SFP Smart;HIKVISION;564;908;10.5;SWITCH;HIKVISION
DS-3E2528-B;28P GB Managed L3;HIKVISION;391;499;10.5;SWITCH;HIKVISION
DS-3T0306HP;4PoE Industrial Unmanaged;HIKVISION;38.5;55;10.5;SWITCH;HIKVISION
DS-3T0506HP-E-HS;4 Gb PoE+2SFP Industrial;HIKVISION;75;121;10.5;SWITCH;HIKVISION
DS-3T1306P-SI-HS;4 PoE FE Industrial Smart;HIKVISION;60;86;10.5;SWITCH;HIKVISION
DS-3WAP522-SI;AP WiFi 5 1200M;HIKVISION;68;110;21;SWITCH;HIKVISION
DS-3WAP622E-SI;AP WiFi 6 1800M;HIKVISION;129;208;21;SWITCH;HIKVISION
DS-3WAP622G-SI;AP WiFi 6 1800M;HIKVISION;105;169;21;SWITCH;HIKVISION
DS-3WAP623E-SI;AP Wifi 6 1800M Outdoor;HIKVISION;164;265;21;SWITCH;HIKVISION
DS-3WF0BC-2NT;Wireless Bridge 200 mts;HIKVISION;46;74;21;SWITCH;HIKVISION
DS-3WG105GP-SI;AiO 4xPoE+1 WAN Router;HIKVISION;91;147;21;SWITCH;HIKVISION
DS-3WG105G-SI;AiO 3xLAN +2xWAN Router;HIKVISION;76;123;21;SWITCH;HIKVISION
DS-3WG210GP-SI;AiO 8PoE+2xGb WAN Router;HIKVISION;139;224;10.5;SWITCH;HIKVISION
DS-3WR12GC;AC200 Gb Wireless Router;HIKVISION;28;40;21;SWITCH;HIKVISION
DS-3WR15X;1500M Wi-Fi6 Router;HIKVISION;40;57;21;SWITCH;HIKVISION
DS-2DE5425IWG-K-4G;4MP 25X Pro Solar-powered;HIKVISION;1614;2600;21;CAMARAS IP;HIKVISION KITS
DS-2XS6A87G1-LS-C36S80-0280;8MP ColorVu Solar Power 4;HIKVISION;1487;2394;21;CAMARAS IP;HIKVISION KITS
IOT-ZG1-EU;ZG1 Alarm Gateway OUTLET;IMOU;26;26;21;ALARMAS;IMOU
BL-A1;A1;BAMBU LAB;478;478;21;IMPRESION 3D;IMPRESORAS
BL-A1 Combo;A1 + AMS Lite;BAMBU LAB;670.63;670.63;21;IMPRESION 3D;IMPRESORAS
BL-A1 Mini;A1 Mini;BAMBU LAB;282;282;21;IMPRESION 3D;IMPRESORAS
BL-A1 Mini Combo;A1 Mini + AMS Lite;BAMBU LAB;501.33;501.33;21;IMPRESION 3D;IMPRESORAS
BL-AMS;AMS;BAMBU LAB;392.29;392.29;21;IMPRESION 3D;IMPRESORAS
BL-AMS 2 PRO;AMS 2 PRO;BAMBU LAB;546.45;546.45;21;IMPRESION 3D;IMPRESORAS
BL-AMS Lite;AMS Lite;BAMBU LAB;313.33;313.33;21;IMPRESION 3D;IMPRESORAS
BL-H2D Combo;H2D + AMS 2 Pro;BAMBU LAB;3371.47;3371.47;21;IMPRESION 3D;IMPRESORAS
BL-P1S Combo;P1S + AMS;BAMBU LAB;1046.53;1046.53;21;IMPRESION 3D;IMPRESORAS
BL-X1-Carbon Combo;X1 Carbon + AMS;BAMBU LAB;1898.8;1898.8;21;IMPRESION 3D;IMPRESORAS
ISD-SC6550S-4CVL;Intelligent X-Ray Inspect;HIKVISION;24578;39583;21;CONTROL DE ACCESO;INSPECCION
ISD-SMG1118L;Metal Detector;HIKVISION;1468;2364;21;CONTROL DE ACCESO;INSPECCION
ISD-SMG318L;Metal Detector;HIKVISION;5192;8362;21;CONTROL DE ACCESO;INSPECCION
ISD-SMG533LC-I;Arco detector de metales;HIKVISION;8075;10526;21;CONTROL DE ACCESO;INSPECCION
NP-SG333L;Metal detector;HIKVISION;1741;2742;21;CONTROL DE ACCESO;INSPECCION
NP-SH100;Detector de Metales;HIKVISION;39.6;62;21;CONTROL DE ACCESO;INSPECCION
ZK-D100S;Detector de metales mano;ZKTECO;28.8;37.5;21;CONTROL DE ACCESO;INSPECCION
ZK-D1065;Arco Detector de Metales;ZKTECO;827;1075.1;21;CONTROL DE ACCESO;INSPECCION
ZK-D1065S;Arco detector de metales;ZKTECO;827;1075;21;CONTROL DE ACCESO;INSPECCION
ZK-D160;Port metal detector;ZKTECO;28.8;30;21;CONTROL DE ACCESO;INSPECCION
ZK-D180;Detector de Metales;ZKTECO;71.7;93.3;21;CONTROL DE ACCESO;INSPECCION
ZK-D2110;Detector de metales;ZKTECO;0;0;21;CONTROL DE ACCESO;INSPECCION
ZK-D2180;Arco Detector de Metales;ZKTECO;926.1;1204;21;CONTROL DE ACCESO;INSPECCION
ZK-D3180;Arco detector de metales;ZKTECO;1146.6;1490.6;21;CONTROL DE ACCESO;INSPECCION
ZK-D4330;Arco detector de metales;ZKTECO;2979;3872;21;CONTROL DE ACCESO;INSPECCION
ZK-M20;Cam Under Vehicle;ZKTECO;1193;1552;21;CONTROL DE ACCESO;INSPECCION
ZK-MD5000;Metal Detector;ZKTECO;1719.9;1117.95;21;CONTROL DE ACCESO;INSPECCION
CY-XVT4-BAT;Batería Repuesto XVT4;CYGNUS;18.88;18.9;21;ACCESORIOS;INSTRUMENTAL
DS-2CD6825G0-C-IV-020-B;Dual-Lens People Counting;HIKVISION;834;1087;21;CAMARAS IP;INTEL. ARTIFIC.
DS-2CD6825G0-C-IVS-0200-B;2MP People Counting Dual;HIKVISION;834;1087;21;CAMARAS IP;INTEL. ARTIFIC.
A12;SIP Intercom IK10;FANVIL;265;345;21;PORTERIA;INTERCOM FANVIL
A12V;IK10 Video Intercom;FANVIL;524;620;21;PORTERIA;INTERCOM FANVIL
EX31;Caja de empotrar para i23;FANVIL;54.13;64.96;21;PORTERIA;INTERCOM FANVIL
i10D;IP Intercom 2 Button;FANVIL;81.2;105;21;PORTERIA;INTERCOM FANVIL
i10S;IP Intercom 1 button;FANVIL;60;78.8;21;PORTERIA;INTERCOM FANVIL
i10SD;2 Button Intercom;FANVIL;85.37;111;21;PORTERIA;INTERCOM FANVIL
i10SV;IP Video Intercom;FANVIL;95;122;21;PORTERIA;INTERCOM FANVIL
i10V;IP VideoIntercom 1 Button;FANVIL;102.02;132;21;PORTERIA;INTERCOM FANVIL
i12-01P;Intercom IP IP65;FANVIL;134;174;21;PORTERIA;INTERCOM FANVIL
i12-02P;IP Intercom 2 Button;FANVIL;185.31;240;21;PORTERIA;INTERCOM FANVIL
I16S;SIP Intercom 1 Button;FANVIL;159;191;21;PORTERIA;INTERCOM FANVIL
I16SV;Intercom SIP IK10 IP67;FANVIL;210;275;21;PORTERIA;INTERCOM FANVIL
i16V;SIP Video Intercom;FANVIL;215;279;21;PORTERIA;INTERCOM FANVIL
i20S;SIP Intercom RFID;FANVIL;169;220;21;PORTERIA;INTERCOM FANVIL
i23S;SIP Intercom Exterior;FANVIL;322.72;387.27;21;PORTERIA;INTERCOM FANVIL
i30;IP Video Door Phone;FANVIL;276;359;21;PORTERIA;INTERCOM FANVIL
i60K;SIP Door Phone;FANVIL;106;137;21;PORTERIA;INTERCOM FANVIL
I62;SIP VideoIntercom;FANVIL;170;220;21;PORTERIA;INTERCOM FANVIL
I63;SIP VideoIntercom;FANVIL;270.67;351;21;PORTERIA;INTERCOM FANVIL
I64;SIP VideoIntercom;FANVIL;277;360;21;PORTERIA;INTERCOM FANVIL
I67;Face Recognition Door;FANVIL;425;555;21;PORTERIA;INTERCOM FANVIL
PA2-KIT;Kit Accesorios PA2;FANVIL;107;139;21;PORTERIA;INTERCOM FANVIL
PA2S;SIP Gateway Customizable;FANVIL;102;129;10.5;PORTERIA;INTERCOM FANVIL
PA3;Intercom SIP Customizable;FANVIL;105;138;10.5;PORTERIA;INTERCOM FANVIL
CY-DFENSE-GPS;Navigation Spoofer;CYGNUS;79000;79000;21;DRONES y JAMMERS;JAMMER
CY-DFENSE-GPS;Navigation Spoofer;CYGNUS;79000;79000;21;DRONES y JAMMERS;JAMMER
CY-DFENSE-J10;Directional Jammer;CYGNUS;47200;47200;21;DRONES y JAMMERS;JAMMER
CY-DFENSE-J5;Multi-Mission Defender;CYGNUS;130000;130000;21;DRONES y JAMMERS;JAMMER
CY-DFENSE-M3;Multi-Mission Defender;CYGNUS;33700;33700;21;DRONES y JAMMERS;JAMMER & DETECT
CY-DFENSE-M5;Multi-Mission Defender;CYGNUS;65700;65700;21;DRONES y JAMMERS;JAMMER & DETECT
CY-DFENSE-S100;Multi-Mission Defender;CYGNUS;315000;315000;21;DRONES y JAMMERS;JAMMER & DETECT
CY-DFENSE-S50;Multi-Mission Defender;CYGNUS;69700;69700;21;DRONES y JAMMERS;JAMMER & DETECT
JAU-ECO20B;Jaula de seguridad para c;VS;5.2;6.5;21;ACCESORIOS;JAULAS DE SEG
JAU-REF12B;Jaula de seguridad para c;VS;3.64;4.55;21;ACCESORIOS;JAULAS DE SEG
DS-KAS321;Face Recognition Terminal;HIKVISION;112;161;10.5;CONTROL DE ACCESO;KITS
DS-KAS541;Face Recognition Terminal;HIKVISION;251;355;10.5;CONTROL DE ACCESO;KITS
DS-KIS202T;VideoIntercom Analog Kit;HIKVISION;74;119;21;PORTERIA;KITS
DS-KIS203T;VideoIntercom Analog Kit;HIKVISION;84;136;21;PORTERIA;KITS
DS-KIS204T;VideoIntercom Analog Kit;HIKVISION;89;144;21;PORTERIA;KITS
DS-KIS212;VideoIntercom Analog Kit;HIKVISION;105;149;21;PORTERIA;KITS
DS-KIS302-P;Hybrid Video Intercom Kit;HIKVISION;110;178;21;PORTERIA;KITS
DS-KIS303-P;Hybrid Video Intercom Kit;HIKVISION;114;185;21;PORTERIA;KITS
DS-KIS603-P-C;IP Video Intercom Kit;HIKVISION;210;298;21;PORTERIA;KITS
DS-KIS604-P-C;IP Video Intercom Kit;HIKVISION;242;343;10.5;PORTERIA;KITS
DS-KIS606-P;IP Video Intercom Kit;HIKVISION;175;248;10.5;PORTERIA;KITS
VIK-01;IP VideoIntercom Kit;FANVIL;142;185;21;PORTERIA;KITS
B1000;Laser Azul 1W Big Dipper;BIG DIPPER;120;156;21;ILUMINACION PROFESIONAL;LASER DMX
B10RGB/3;Laser 3 salidas RGB DMX 3;BIG DIPPER;135;175;21;ILUMINACION PROFESIONAL;LASER DMX
K800;180mW laser RG 9 Ch DMX;BIG DIPPER;84;99;21;ILUMINACION PROFESIONAL;LASER DMX
SD10000+RGB;Laser 1W RGB Big Dipper;BIG DIPPER;195;259;21;ILUMINACION PROFESIONAL;LASER DMX
SD3W-RGB;Laser Graficador 3W RGB;BIG DIPPER;719.51;899.39;21;ILUMINACION PROFESIONAL;LASER DMX
B10W-RGB;10W Full Color Laser;BIG DIPPER;1070;1390;21;ILUMINACION PROFESIONAL;LASER ILDA
B20W-RGB;Láser 20W RGB;BIG DIPPER;3200;4025;21;ILUMINACION PROFESIONAL;LASER ILDA
B3W-RGB;3W Full Color Laser;BIG DIPPER;720;920;21;ILUMINACION PROFESIONAL;LASER ILDA
B40W-RGB;Laser BigDipper 40W RGB I;BIG DIPPER;6750;8770;21;ILUMINACION PROFESIONAL;LASER ILDA
B5W-II-RGB;Laser 5W RGB ILDA c/Fligh;BIG DIPPER;990;1280;21;ILUMINACION PROFESIONAL;LASER ILDA
B5W-RGB;5W Full Color Laser;BIG DIPPER;975;1250;21;ILUMINACION PROFESIONAL;LASER ILDA
BW30-RGB;Láser 30W IP65;BIG DIPPER;5350;6690;21;ILUMINACION PROFESIONAL;LASER ILDA
SD1W-II RGB;BIG DIPPER 1w RGB ILDA la;BIG DIPPER;370;480;21;ILUMINACION PROFESIONAL;LASER ILDA
ACR-CRP12;Lector UHF Wiegand;AKUVOX;315;410;21;CONTROL DE ACCESO;LECTORES
ASR1100B-D-V1;Card Swiping Acces OUTLET;DAHUA;18.88;18.88;21;CONTROL DE ACCESO;LECTORES
ASR1101M-D-V1;ID Card Reader OUTLET;DAHUA;38.94;38.94;21;CONTROL DE ACCESO;LECTORES
CR20E;Lector RFID 2;ZKTECO;22.4;29.2;10.5;CONTROL DE ACCESO;LECTORES
CR20M;Card Reader 13,56Mhz;ZKTECO;37;48.1;10.5;CONTROL DE ACCESO;LECTORES
CR20MW;Lector RFID USB;ZKTECO;46.58;48.42;10.5;CONTROL DE ACCESO;LECTORES
D147-H;Enrolador USB Mifare 13.5;ZKTECO;56.2;73;21;CONTROL DE ACCESO;LECTORES
DS-K1109DB;Card Reader;HIKVISION;54;79;21;CONTROL DE ACCESO;LECTORES
DS-K1109DKB-QR;QR & MiFare Card Reader;HIKVISION;80;118;21;CONTROL DE ACCESO;LECTORES
DS-K1F100-D8E;Card Enrollment Station;HIKVISION;27.9;40;21;CONTROL DE ACCESO;LECTORES
DS-K1F820-F;Lector Huellas USB;HIKVISION;40.9;55;21;CONTROL DE ACCESO;LECTORES
FR1200-ID;Lector Huella + RFID;ZKTECO;78.8;102.43;10.5;CONTROL DE ACCESO;LECTORES
FR1300;Teclado Lector Huella;ZKTECO;93.3;121.3;10.5;CONTROL DE ACCESO;LECTORES
FR1500A-ID;Lector Huellas RS485;ZKTECO;84.15;109.4;10.5;CONTROL DE ACCESO;LECTORES
FR1500A-MF;Lector Huellas Rs485;ZKTECO;93.08;121.04;10.5;CONTROL DE ACCESO;LECTORES
FR1500-ID;Lector FP+RFID RS485;ZKTECO;88.15;114.58;10.5;CONTROL DE ACCESO;LECTORES
FR1500S-ID;Lector de huellas RS485;ZKTECO;111.1;144.5;10.5;CONTROL DE ACCESO;LECTORES
iClass SE R10;Lector de tarjetas MiFare;HID;99;99;10.5;CONTROL DE ACCESO;LECTORES
KF1200-ID;Lector Facial Serie InBio;ZKTECO;98.43;127.93;21;CONTROL DE ACCESO;LECTORES
KR101E;Lector RFID 1;ZKTECO;9.61;12.5;10.5;CONTROL DE ACCESO;LECTORES
KR101M;Lector MiFare IP65;ZKTECO;13.77;17.94;10.5;CONTROL DE ACCESO;LECTORES
MR1010 ;Lector RFID IP66 IK10;ZKTECO;35.79;46.5;10.5;CONTROL DE ACCESO;LECTORES
multiClass SE RP10;Lector Multi Tarjeta HID;HID;127;127;10.5;CONTROL DE ACCESO;LECTORES
ProID10 BE;Green Label RFID Reader Z;ZKTECO;12;14.8;10.5;CONTROL DE ACCESO;LECTORES
ProID10 BM;Lector MIFARE Wiegand;ZKTECO;16.7;21.8;10.5;CONTROL DE ACCESO;LECTORES
ProID20 BE;Green Label RFID Reader;ZKTECO;11.14;14.45;10.5;CONTROL DE ACCESO;LECTORES
ProID20 BEMD-RS;Lector Multitecnologia;ZKTECO;37.15;38.62;21;CONTROL DE ACCESO;LECTORES
ProID20 BE-RS;Lector de tarjetas 125 Kh;ZKTECO;20.66;26.86;10.5;CONTROL DE ACCESO;LECTORES
ProID30 BE;Greenlabel RFID Reader;ZKTECO;12.41;16.15;10.5;CONTROL DE ACCESO;LECTORES
ProID30 BEMD-RS;Lector Multi Tarjeta;ZKTECO;48.2;62.65;21;CONTROL DE ACCESO;LECTORES
ProID30 BE-RS;Lector de tarjetas 125 Kh;ZKTECO;22.02;28.65;10.5;CONTROL DE ACCESO;LECTORES
ProID30 BM;Lector de tarjetas MIFARE;ZKTECO;15.13;19.64;10.5;CONTROL DE ACCESO;LECTORES
ProxPoint Plus;Lector Tarjetas RFID;HID;109;109;10.5;CONTROL DE ACCESO;LECTORES
PV10R;Escaner de Palma ZKteco;ZKTECO;104.04;135.24;10.5;CONTROL DE ACCESO;LECTORES
QR600-H-E;Lector QR y RFID;ZKTECO;103.79;134.9;10.5;CONTROL DE ACCESO;LECTORES
QR600-HK-E;Lector de cod QR ZKTeco;ZKTECO;130;169;10.5;CONTROL DE ACCESO;LECTORES
Signo 20;Lector Esclavo HID;HID;155;155;21;CONTROL DE ACCESO;LECTORES
Signo 25B;Lector FP/RFID HID;HID;720;720;10.5;CONTROL DE ACCESO;LECTORES
SLK20R;Enrolador Biométrico;ZKTECO;71.57;93.08;10.5;CONTROL DE ACCESO;LECTORES
UHF-10F pro;Lector UHF Pro;ZKTECO;272.68;354.45;10.5;CONTROL DE ACCESO;LECTORES
UHF-5F Pro;Antena UHF ZKTeco;ZKTECO;235.45;306.09;21;CONTROL DE ACCESO;LECTORES
UHF-6FPro;Lector TAG UHF 18m ZKTeco;ZKTECO;660;858;21;CONTROL DE ACCESO;LECTORES
ZK6500;Enrolador de Huellas;ZKTECO;26.52;34.51;10.5;CONTROL DE ACCESO;LECTORES
ZK9500;Enrolador de huellas USB;ZKTECO;47.4;61.7;10.5;CONTROL DE ACCESO;LECTORES
A01S;Acces Control RFID;AKUVOX;99.5;129;21;PORTERIA;LECTORES
A02S;Acces Control PIN+RFID;AKUVOX;115;149;21;PORTERIA;LECTORES
A08S;AccesControl RF+PIN+BT+QR;AKUVOX;182;236;21;PORTERIA;LECTORES
ACR-CRM11;Lector Esclavo RFID + PIN;AKUVOX;26;34;21;PORTERIA;LECTORES
ACR-CRP11;Lector Esclavo RFID + PIN;AKUVOX;15;20;21;PORTERIA;LECTORES
L1260;Moving Bar 800w;BIG DIPPER;1565;1990;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LB295;295W Beam moving head;BIG DIPPER;298;387;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LB380BSW;Cabezal movil 380W 3 in 1;BIG DIPPER;690;890;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM0910RG;Multiefecto Led 9*10W + L;BIG DIPPER;238;309;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM108-V2;Cabezal Movil de leds de;BIG DIPPER;179;232;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM20SW;Mini spot moving head;BIG DIPPER;194.77;243.47;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM30A;Barra LED Doble;BIG DIPPER;42;56.5;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM60G;Mini Moving head 6x12W 4e;BIG DIPPER;144;188;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LM70S;Cabezal Led 7 x 8W RGBW P;BIG DIPPER;47;62;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LS10;10W Led Moving Head;BIG DIPPER;93;120;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
LS30;30W LED Mini Moving Head;BIG DIPPER;94;122;21;ILUMINACION PROFESIONAL;LED MOVING HEAD
BDW0450-A;Led Par 4x50W WWhite IP65;BIG DIPPER;208;270;21;ILUMINACION PROFESIONAL;LED PAR
BDW1810-A;Led Par 18x10W RGBW 4en1;BIG DIPPER;220;289;21;ILUMINACION PROFESIONAL;LED PAR
BDW2408-A-FC;24x8w RGBW 4en1 IP55 Led;BIG DIPPER;204;265;21;ILUMINACION PROFESIONAL;LED PAR
BDW5404-A-FC;54x4W 3en1 RGB IP55 Led P;BIG DIPPER;197;256;21;ILUMINACION PROFESIONAL;LED PAR
LC001-HB;Led par Blanco 100w DMX;BIG DIPPER;78;102;21;ILUMINACION PROFESIONAL;LED PAR
LC002-HB;200W CW WW COB PAR;BIG DIPPER;120;158;21;ILUMINACION PROFESIONAL;LED PAR
LC003-HB;Led Par 54 x 2W CW-WW Dmx;BIG DIPPER;74;98;21;ILUMINACION PROFESIONAL;LED PAR
LC004-H;Reflector 4x40W DMX;BIG DIPPER;77.5;100;21;ILUMINACION PROFESIONAL;LED PAR
LC200W-HB;Led Par 200w 3 in 1 RGB D;BIG DIPPER;122;159;21;ILUMINACION PROFESIONAL;LED PAR
LC500;4x100W COB;BIG DIPPER;160;210;21;ILUMINACION PROFESIONAL;LED PAR
