SKU;DESCRIPCION;MARCA;COSTO;VENTA;IVA %;CATEGORIA;SUB CATEGORIA
LCW001-H;Led Par 4x50W White;BIG DIPPER;85;90;21;ILUMINACION PROFESIONAL;LED PAR
LF2405;Strobe 250W RGB;BIG DIPPER;112;140;21;ILUMINACION PROFESIONAL;LED PAR
LF50RGB;50w RGB Mini Strobe DMX B;BIG DIPPER;43;57;21;ILUMINACION PROFESIONAL;LED PAR
LP001-Plus;Led Par 60 x 3W RGBW;BIG DIPPER;56.85;71.06;21;ILUMINACION PROFESIONAL;LED PAR
LP009-Plus;60x3w RGBWA Led Par Big D;BIG DIPPER;59;78.5;21;ILUMINACION PROFESIONAL;LED PAR
LP014;Led Par 36x1W RGB Led c/r;BIG DIPPER;29.82;37.27;21;ILUMINACION PROFESIONAL;LED PAR
LPC004-H;Led Par 18x8w 4en1 RGBW;BIG DIPPER;60;78;21;ILUMINACION PROFESIONAL;LED PAR
LPC004N;18 x 8W RGBW 4en1 LED PAR;BIG DIPPER;65;85;21;ILUMINACION PROFESIONAL;LED PAR
LPC007-Plus;Led Par Big Dipper 60x3W;BIG DIPPER;52;66;21;ILUMINACION PROFESIONAL;LED PAR
LPC008N;3 en 1 Led Par Big Dipper;BIG DIPPER;41;53;21;ILUMINACION PROFESIONAL;LED PAR
LPC010;54x4W RGBW 4-IN-1 Par;BIG DIPPER;45;58;21;ILUMINACION PROFESIONAL;LED PAR
LPC010-PACK;Caja x 4 Unidades LPC010;BIG DIPPER;162;208.8;21;ILUMINACION PROFESIONAL;LED PAR
LPC015;Led Par 54 x 3W 3 en 1 DM;BIG DIPPER;49;63.5;21;ILUMINACION PROFESIONAL;LED PAR
LPC016;18*1.5W 3in1 LED par Big;BIG DIPPER;22;22;21;ILUMINACION PROFESIONAL;LED PAR
LPC120;Led Par 60x2W RGBW 4en1;BIG DIPPER;30;39;21;ILUMINACION PROFESIONAL;LED PAR
LPC120-PACK;LPC120 Caja  x12 Unidades;BIG DIPPER;324;421;21;ILUMINACION PROFESIONAL;LED PAR
LPC180;Led Par 60 x 3W RGB LED B;BIG DIPPER;49.5;64;21;ILUMINACION PROFESIONAL;LED PAR
LPC1818;Led Par18x18W RGB,LG,A,UV;BIG DIPPER;92;119;21;ILUMINACION PROFESIONAL;LED PAR
LPC2408-H;24x8W 4en1 Led Par;BIG DIPPER;80;104;21;ILUMINACION PROFESIONAL;LED PAR
LPC60N;60*1.5W 3in1 LED Par BIG;BIG DIPPER;25;33.5;21;ILUMINACION PROFESIONAL;LED PAR
LPW004-H;7x 6W RGBW IP65 Led Par;BIG DIPPER;107;140;21;ILUMINACION PROFESIONAL;LED PAR
LX2510;25x10w RGBW Led Par;BIG DIPPER;265;335;21;ILUMINACION PROFESIONAL;LED PAR
FS0107.IR-M12;Lente MTV fijo de 1.07mm;RICOM;3;3;21;ACCESORIOS;LENTES
FS0147.IR-M12;Lente MTV fijo de 1.47mm;RICOM;3;3;21;ACCESORIOS;LENTES
HV03610D.IR-S-4K;Lente 4k UHD varifocal 3.;RICOM;3;3;21;ACCESORIOS;LENTES
HV03617D.IR-S-4K;Lente 4k UHD varifocal 3.;RICOM;3;3;21;ACCESORIOS;LENTES
M123VD4510IR;Lente 4K 4.5-10mm 1/2.3;DAHUA;3;3;21;ACCESORIOS;LENTES
MTV16-IR-MP;Lente MTV fijo de 16mm 3M;RICOM;3;3;21;ACCESORIOS;LENTES
MTV2.8-IR-1/4-S;"Lente MTV 2.8mm 1/4"""" 1.3";RICOM;3;3;21;ACCESORIOS;LENTES
MTV2.8-IR-F1.2;Lente MTV fijo de 2.8mm 3;RICOM;3;3;21;ACCESORIOS;LENTES
MTV2.8-IR-MP-S;Lente fijo 2.8mm 5 Mpx;RICOM;3;3;21;ACCESORIOS;LENTES
MTV25M;Lente Fijo 25mm;RICOM;3;3;21;ACCESORIOS;LENTES
MTV50M;Lente Fijo 50mm 1/3 F2.0;RICOM;3;3;21;ACCESORIOS;LENTES
MTV8-IR(MP)-B;Lente Board 8mm 3Mp;RICOM;3;3;21;ACCESORIOS;LENTES
NV03105D;Lente Varifocal 3-10.5mm;RICOM;3;3;21;ACCESORIOS;LENTES
PLF20C0-D;Lente 3.2mm 12mp OUTLET;DAHUA;3;3;21;ACCESORIOS;LENTES
TT02812D.IR-SD;Lente varifocal 2.8-12mm;RICOM;3;3;21;ACCESORIOS;LENTES
JE-50;Matafuegos Portatil;CYGNUS;18.2;23.66;10.5;INCENDIO;MATAFUEGOS
HAP120;Microfono omnidireccional;DAHUA;10.62;10.62;21;ACCESORIOS;MICROFONOS
MIC1;Microfono Amplificado Pas;CYGNUS;10.7;13.93;21;ACCESORIOS;MICROFONOS
MIC2;Microfono Amplificado;CYGNUS;8.07;10.51;21;ACCESORIOS;MICROFONOS
CY-PT01-X540;10Gb RJ45 PCI-E;CYGNUS;115;115;21;ACCESORIOS;MODULOS
CY-PT02-82599-F;2x10Gb SFP PCI-E;CYGNUS;137;137;10.5;ACCESORIOS;MODULOS
CY-PT02-X540;2x10Gb RJ45 PCI-E;CYGNUS;115;115;21;ACCESORIOS;MODULOS
CY-S25GPCIE;2.5Gbps RJ45 PCI-E;CYGNUS;17.5;20;21;ACCESORIOS;MODULOS
DS-KAB673-P;Modulo Lector Palma;HIKVISION;0;0;21;CONTROL DE ACCESO;MODULOS
AMP-E1;Amplificador Akubela;AKUBELA;189;245;21;DOMOTICA;MODULOS
MIR-GA100;Sensor de Gas ZigBee;AKUBELA;36;39;21;DOMOTICA;MODULOS
MIR-IR100;Sensor PIR ZigBee;AKUBELA;26;29;21;DOMOTICA;MODULOS
MIR-MC100;Sensor Apertura ZigBee;AKUBELA;19;21;21;DOMOTICA;MODULOS
MIR-SM100;Sensor Humo ZigBee;AKUBELA;32;36;21;DOMOTICA;MODULOS
MIR-SO100;Boton de Panico ZigBee;AKUBELA;21;24;21;DOMOTICA;MODULOS
MIR-TE100;Sensor Temp y humedad;AKUBELA;30;33;21;DOMOTICA;MODULOS
MIR-WA100;Sensor de Agua;AKUBELA;23;26;21;DOMOTICA;MODULOS
MP82-T-G4;Motor de Cortina ZigBee;AKUBELA;74;95;21;DOMOTICA;MODULOS
MSA201-Z;Radar Presencia ZigBee;AKUBELA;105;116;21;DOMOTICA;MODULOS
PT-12A-2-WZS;Driver LED 12W CCT ZigBee;AKUBELA;25;28;21;DOMOTICA;MODULOS
QS-ZIGBEE-S05-LN;Relay 1Ch ZigBee;AKUBELA;26;28;21;DOMOTICA;MODULOS
SM-1C;Modulo Switch Cortina;AKUBELA;31;34;21;DOMOTICA;MODULOS
SM-1GWN;Tecla Switch 1 Relay;AKUBELA;28;30;21;DOMOTICA;MODULOS
SM-2GWN;Tecla Switch 2 Relay;AKUBELA;30;33;21;DOMOTICA;MODULOS
SM-3GWN;Tecla Switch 3 Relay;AKUBELA;33;37;21;DOMOTICA;MODULOS
SM-6S;Panel 6 Botones ZigBee;AKUBELA;31;34;21;DOMOTICA;MODULOS
SM-AW713Z;Valvula Inteligente;AKUBELA;27;30;21;DOMOTICA;MODULOS
TYSH-US01;Tomacorrientes Akubela;AKUBELA;35;38;21;DOMOTICA;MODULOS
TYSH-Z2513;Switch Touch 1 R White;AKUBELA;24;27;21;DOMOTICA;MODULOS
TYSH-Z2523;Switch Touch 1 R Black;AKUBELA;24;27;21;DOMOTICA;MODULOS
TYSH-Z2613;Switch Touch 2 R White;AKUBELA;25;28;21;DOMOTICA;MODULOS
TYSH-Z2623;Switch Touch 2 R Black;AKUBELA;25;28;21;DOMOTICA;MODULOS
TYSH-Z2713;Switch Touch 3 R White;AKUBELA;26;29;21;DOMOTICA;MODULOS
TYSH-Z2723;Switch Touch 3 R Black;AKUBELA;26;29;21;DOMOTICA;MODULOS
TYSH-Z2813;Switch Touch 4 r White;AKUBELA;28;30;21;DOMOTICA;MODULOS
TYSH-Z2823;Switch Touch 4 r Black;AKUBELA;28;30;21;DOMOTICA;MODULOS
ZBMD-C1-R2;Modulo 2 Switch ZigBee;AKUBELA;34;38;21;DOMOTICA;MODULOS
S535 Modulo FP;Modulo FP S535;AKUVOX;0;0;21;PORTERIA;MODULOS
S535 Modulo LTE;Modulo LTE S535;AKUVOX;0;0;21;PORTERIA;MODULOS
CY-SFP-RJ45-10G;10Gb RJ45 SFP;CYGNUS;50;60;21;SWITCH;MODULOS
CY-SFP-RJ45-1G;RJ45 1Gbps SFP;CYGNUS;16;19;21;SWITCH;MODULOS
CY-SMG201MD-LC-550M;1.25Gb Multi LC SFP 550M;CYGNUS;14.4;14.4;21;SWITCH;MODULOS
CY-SMG201SD-LC-20KM;1.25Gbps Dual LC SFP 20KM;CYGNUS;11.5;11.5;21;SWITCH;MODULOS
CY-SMG201SS-LC-20KM;1.25Gbps Mono LC SFP 20KM;CYGNUS;27;27;21;SWITCH;MODULOS
CY-SMG201SS-LC-3KM;1.25Gbps Mono LC SFP 3KM;CYGNUS;23;23;21;SWITCH;MODULOS
CY-SMG201SS-SC-20KM;1.25Gbps Mono SC SFP 20KM;CYGNUS;29;29;21;SWITCH;MODULOS
CY-SMG201SS-SC-3KM;1.25Gbps SC Mono SFP 3KM;CYGNUS;26;26;21;SWITCH;MODULOS
CY-SMT201MD-LC-300M;10Gb Multi LC SFP 300M;CYGNUS;21;21;21;SWITCH;MODULOS
CY-SMT201SD-LC-20KM;10Gb Dual LC SFP 20KM;CYGNUS;25;25;21;SWITCH;MODULOS
B2-MOD;Modulo de expansion 2 pue;YEASTAR;214.32;290.23;10.5;TELEFONIA IP;MODULOS
GSM-MOD;Modulo de expansion GSM 1;YEASTAR;163.5;214;21;TELEFONIA IP;MODULOS
LTE-AU;Modulo LTE para centrales;YEASTAR;175;215;10.5;TELEFONIA IP;MODULOS
O2-MOD;Modulo de expansión para;YEASTAR;98;127;10.5;TELEFONIA IP;MODULOS
S2-MOD;Modulo de expansión de 2;YEASTAR;65;82;10.5;TELEFONIA IP;MODULOS
SO-MOD;Modulo de expansión 1 FXS;YEASTAR;87;109;10.5;TELEFONIA IP;MODULOS
WCDMA-MOD;Modulo WCDMA 3G para cent;YEASTAR;329.72;446.5;10.5;TELEFONIA IP;MODULOS
E16C;SIP Intercom c/Acceso;AKUVOX;378;492;21;PORTERIA;MULTI-FAMILIAR
E18C;SIP Face VideoIntercom;AKUVOX;505;656;21;PORTERIA;MULTI-FAMILIAR
E18C-LTE;Face VideoIntercom LTE;AKUVOX;736.56;1053.28;21;PORTERIA;MULTI-FAMILIAR
MD12;Expansor SIP 12 botones;AKUVOX;117;152;21;PORTERIA;MULTI-FAMILIAR
R20BX2;SIP VideoIntercom 2Button;AKUVOX;99;130;21;PORTERIA;MULTI-FAMILIAR
R20BX3;SIP VideoIntercom 3Button;AKUVOX;110;145;21;PORTERIA;MULTI-FAMILIAR
R20BX4;SIP VideoIntercom 4Button;AKUVOX;115;155;21;PORTERIA;MULTI-FAMILIAR
R20BX5;SIP VideoIntercom 5Button;AKUVOX;120;165;21;PORTERIA;MULTI-FAMILIAR
R20K;SIP VideoIntercom Teclado;AKUVOX;197.2;256.7;21;PORTERIA;MULTI-FAMILIAR
R27A;SIP VideoIntercom Keyboar;AKUVOX;244;317;21;PORTERIA;MULTI-FAMILIAR
R28A;SIP VideoIntercom LCD;AKUVOX;357;465;21;PORTERIA;MULTI-FAMILIAR
R29C;SIP Face Recognition;AKUVOX;944;1230;21;PORTERIA;MULTI-FAMILIAR
R29C-L;"SIP VideoIntercom 7"" LTE";AKUVOX;1080;1399;21;PORTERIA;MULTI-FAMILIAR
R29C-T;SIP VideoIntercom Face;AKUVOX;1075;1398;21;PORTERIA;MULTI-FAMILIAR
R29S;SIP VideoIntercom;AKUVOX;765;995;21;PORTERIA;MULTI-FAMILIAR
S532;SIP/Analog VideoIntercom;AKUVOX;300;392;21;PORTERIA;MULTI-FAMILIAR
S532-IP;SIP VideoIntercom LCD;AKUVOX;289;376;21;PORTERIA;MULTI-FAMILIAR
S535;Videoportero Facial;AKUVOX;422;550;21;PORTERIA;MULTI-FAMILIAR
S539;"SIP VideoIntercom 10""";AKUVOX;1150;1495;21;PORTERIA;MULTI-FAMILIAR
X915S;SIP VideoIntercom LCD;AKUVOX;1185;1540;21;PORTERIA;MULTI-FAMILIAR
X916S;SIP VideoIntercom Android;AKUVOX;2660;3455;21;PORTERIA;MULTI-FAMILIAR
X916S-LTE;SIP Station LTE;AKUVOX;3452.63;4937.25;21;PORTERIA;MULTI-FAMILIAR
CY-ESS7008-J;8HDD SAS Expansion;CYGNUS;860;990;10.5;STORAGE;NAS SAS
CY-ESS7016-J;16HDD SAS Expansion;CYGNUS;1130;1340;10.5;STORAGE;NAS SAS
DS-AT1000S-360;24HDD 360TB Storage;HIKVISION;22156.1;28218;10.5;STORAGE;NAS SAS
86-BOX;Caja plastica de embutir;DAHUA;1.82;2.37;21;ACCESORIOS;OTROS
CY-A30T;Sistema de videoconferenc;CYGNUS;40;40;21;ACCESORIOS;OTROS
DELL-LAT7430;Notebook Dell Latitude 74;VS;1720;1720;21;GESTION;OTROS
G1 Battery;Batería para G1;UNITREE;840;840;21;ROBOTICA;OTROS
Go1-BATT;Spare Battery for Go1;UNITREE;740;740;21;ROBOTICA;OTROS
GO2-B-MOTOR;Body motor for Go2;UNITREE;0;0;21;ROBOTICA;OTROS
GO2-Charging;Fast Charging station Go2;UNITREE;1390;1237;21;ROBOTICA;OTROS
GO2-C-MOTOR;Calf motor for Go2;UNITREE;0;0;21;ROBOTICA;OTROS
GO2-FOOT-PAD;Go2 foot pad *4;UNITREE;0;0;21;ROBOTICA;OTROS
GO2-T-MOTOR;Thigh motor for Go2;UNITREE;0;0;21;ROBOTICA;OTROS
Akuvox-APP1;P2P Akuvox 1 Usuario;AKUVOX;6.54;6.55;21;SOFTWARE;OTROS
Akuvox-APP4;P2P Akuvox Base;AKUVOX;16.36;16.38;21;SOFTWARE;OTROS
A2K4-NG-LED;A2K4-NG Central Cableada;GARNET;245.01;245.26;21;ALARMAS;PANELES GARNET
A2K8-RF;A2K8-RF Central;GARNET;287.6;287.6;21;ALARMAS;PANELES GARNET
PC-732G-LCD;Alarma Hibrida Teclad LCD;GARNET;229;229;21;ALARMAS;PANELES GARNET
PC-732G-LCD-3G-COM;Alarma Teclado LCD+ 3GCOM;GARNET;617.25;617.87;21;ALARMAS;PANELES GARNET
PC-732G-LCD-IP500;Kit PC-732G LCD IP500;GARNET;455.13;455.59;21;ALARMAS;PANELES GARNET
PC-732G-LCDRF;Alarma Teclado LED;GARNET;214.9;214.9;21;ALARMAS;PANELES GARNET
PC-732G-LCDRF-IP-500;Alarma Teclado LED+ IP500;GARNET;493.07;493.56;21;ALARMAS;PANELES GARNET
PC-732G-LED;Alarma Hibrida Teclad LED;GARNET;153.4;153.4;21;ALARMAS;PANELES GARNET
PC-732G-LED-IP-500;Alarma teclado LED +IP500;GARNET;377.41;377.79;21;ALARMAS;PANELES GARNET
PC-732T-LED;Alarma Hibrida Teclad LED;GARNET;206.81;207.02;21;ALARMAS;PANELES GARNET
PC-900G-LCD;Alarma PC900G Teclado LCD;GARNET;292.8;292.8;21;ALARMAS;PANELES GARNET
PC-900G-LCD-COM-900;Alarma PC900G LCD+ COM900;GARNET;617.25;617.87;21;ALARMAS;PANELES GARNET
PC-900G-LCDRF;Alarma PC900G Teclado LCD;GARNET;336.1;336.1;21;ALARMAS;PANELES GARNET
PC-900G-LED;Alarma PC900G Teclado LED;GARNET;254.37;254.62;21;ALARMAS;PANELES GARNET
PC-900G-LED-COM-900;Alarma PC900G LED+ COM900;GARNET;548.26;548.81;21;ALARMAS;PANELES GARNET
CY-IPC-4K-FEYE;12MP 4K Cygnus FishEye;CYGNUS;741.14;964.46;21;CAMARAS IP;PANORAMICAS
CY-IPC-4M-FEYE;4MP IPC Cygnus FishEye;CYGNUS;289.31;376.48;21;CAMARAS IP;PANORAMICAS
IPC-4K-FEYE-MA;4K FishEye IR IK10;CYGNUS;160;220;21;CAMARAS IP;PANORAMICAS
i504W;SIP Indoor Station;FANVIL;79;102;21;PORTERIA;PANTALLAS
i51W;"Indoor Station 4.3"" WIFI";FANVIL;81.2;105;21;PORTERIA;PANTALLAS
i52W;"Indoor Station 7"" WiFi";FANVIL;77;99;21;PORTERIA;PANTALLAS
i53W;"Indoor Station 7"" Touch";FANVIL;87;114;21;PORTERIA;PANTALLAS
i56A;"Indoor Station 10""";FANVIL;322.72;420;21;PORTERIA;PANTALLAS
S563;"Monitor Interior SIP 8""";AKUVOX;157;205;21;PORTERIA;PANTALLAS
DS-D5B65RB-C;"65"" 4K Interactive";HIKVISION;2388.9;3565.3;21;ACCESORIOS;PANTALLAS AIO
DS-D5B75RB-C;"75"" 4K Interactive";HIKVISION;2754.3;4110.7;21;ACCESORIOS;PANTALLAS AIO
DS-D5B86RB-D;"86"" 4K Interactive";HIKVISION;4113.7;6139.6;21;ACCESORIOS;PANTALLAS AIO
ASGY511B-L;Left Flap barrier OUTLET;DAHUA;1740.5;1740.5;21;CONTROL DE ACCESO;PEATONAL
ASGY511B-R1;Right Flap Barrier OUTLET;DAHUA;1760.56;1760.56;21;CONTROL DE ACCESO;PEATONAL
CRISTAL-SBT1000S;Vidrio Templado Barrera;ZKTECO;14.79;19.21;21;CONTROL DE ACCESO;PEATONAL
DS-K3B530-DP65-2;Aletas Barrera Swing 65;HIKVISION;129;183;21;CONTROL DE ACCESO;PEATONAL
DS-K3B530-DP90-2;Aletas Acrilico Barrera;HIKVISION;155;220;21;CONTROL DE ACCESO;PEATONAL
DS-K3B530X-L-M;Left Pro Swing Barriers;HIKVISION;3867;4925;10.5;CONTROL DE ACCESO;PEATONAL
DS-K3B530X-M-M;Swing Barrier de doble al;HIKVISION;5780;7361;10.5;CONTROL DE ACCESO;PEATONAL
DS-K3B530X-R-M;Barrea Flap Centro + Der;HIKVISION;3867;4925;10.5;CONTROL DE ACCESO;PEATONAL
DS-K3G301X-R-M-Dm55;Molinete Triple Brazo;HIKVISION;610;825;10.5;CONTROL DE ACCESO;PEATONAL
DS-K3G501X-R-MPg-Dm55;Molinete Doble Carril;HIKVISION;960;1298;10.5;CONTROL DE ACCESO;PEATONAL
DS-K6B411TMX-L;Barrera Flap Izq;HIKVISION;1408;1995;10.5;CONTROL DE ACCESO;PEATONAL
DS-K6B411TMX-R;Barrera Flap Derecha;HIKVISION;1408;1995;10.5;CONTROL DE ACCESO;PEATONAL
EAC60;Accesorio RFID FBL6000;ZKTECO;86.45;112.37;21;CONTROL DE ACCESO;PEATONAL
EAC61;Accesorio p/Lector;ZKTECO;103.28;134.3;21;CONTROL DE ACCESO;PEATONAL
EAC62;Acc QR FBL6000;ZKTECO;275.4;358.02;21;CONTROL DE ACCESO;PEATONAL
EAC63;Acc Caja de tarjetas SBTL;ZKTECO;172.13;223.81;21;CONTROL DE ACCESO;PEATONAL
EAC64;Accesorio Liso FBL6000;ZKTECO;44.03;57.21;21;CONTROL DE ACCESO;PEATONAL
FBL1000 Pro;Barrera tipo Flap de Alet;ZKTECO;1153.62;1153.62;21;CONTROL DE ACCESO;PEATONAL
FBL1200 Pro;Barrera de doble aleta;ZKTECO;1331.1;865.22;21;CONTROL DE ACCESO;PEATONAL
FBL4011 Pro;Molinete Flap ZKTeco;ZKTECO;3335;4336;10.5;CONTROL DE ACCESO;PEATONAL
FBL5000;Barrera de Acceso FBL;ZKTECO;5191.29;3374.33;10.5;CONTROL DE ACCESO;PEATONAL
FBL5000 Pro;Barrera Flap Biometrica;ZKTECO;5191.29;3374.33;21;CONTROL DE ACCESO;PEATONAL
FBL6000 Pro;Barrera Flap Bidireccion;ZKTECO;2595.65;2595.65;10.5;CONTROL DE ACCESO;PEATONAL
FBL6033 Pro;Barrera Peatonal Flap;ZKTECO;5191.29;3374.33;10.5;CONTROL DE ACCESO;PEATONAL
FBL6200 Pro;Barrera Flap 2 Carriles;ZKTECO;2206.31;2206.31;10.5;CONTROL DE ACCESO;PEATONAL
FHT2300;Compuerta Giratoria;ZKTECO;4601;5330;21;CONTROL DE ACCESO;PEATONAL
FHT2322;Molinete Cuerpo Completo;ZKTECO;5291;6878.6;10.5;CONTROL DE ACCESO;PEATONAL
FHT2400D;Molinete Cuerpo Completo;ZKTECO;10208.4;13270.9;10.5;CONTROL DE ACCESO;PEATONAL
MA-R71 B;Modulo RFID F-1000;ZKTECO;51.68;67.15;21;CONTROL DE ACCESO;PEATONAL
MA-R72 B;Modulo RFID/ Huella;ZKTECO;103.28;134.3;21;CONTROL DE ACCESO;PEATONAL
MA-R73 B;Modulo RFID;ZKTECO;189.38;246.16;21;CONTROL DE ACCESO;PEATONAL
Mars Pro-F1000;Barrera Flap Bidireccion;ZKTECO;8626;5607;10.5;CONTROL DE ACCESO;PEATONAL
Mars-F1000;Barrera Flap Bidireccion;ZKTECO;3993.3;2595.65;21;CONTROL DE ACCESO;PEATONAL
Mars-F1211;Barrera Abatible Doble;ZKTECO;3327.75;2163.04;21;CONTROL DE ACCESO;PEATONAL
mTS1000;Molinete de 3 brazos;ZKTECO;776;1009;21;CONTROL DE ACCESO;PEATONAL
R10;Baranda Pasamanos;ZKTECO;140.51;182.67;21;CONTROL DE ACCESO;PEATONAL
R20;Baranda Pasamanos;ZKTECO;165.67;215.39;21;CONTROL DE ACCESO;PEATONAL
R40;Baranda Pasamanos Ciega;ZKTECO;195.25;253.81;21;CONTROL DE ACCESO;PEATONAL
R50;Baranda Pasamanos Ciega;ZKTECO;174.51;226.87;21;CONTROL DE ACCESO;PEATONAL
SBT2000S-M;Barrera Peatonal Metalica;ZKTECO;1581.6;1028.05;10.5;CONTROL DE ACCESO;PEATONAL
SBTL7000;Barrera Abatible;ZKTECO;4089.69;2658.29;21;CONTROL DE ACCESO;PEATONAL
SBTL7200;Barrera Abatible Doble;ZKTECO;3532.01;2295.81;21;CONTROL DE ACCESO;PEATONAL
SBTL9000;Barrera Alta Velocidad;ZKTECO;9900;6041.59;10.5;CONTROL DE ACCESO;PEATONAL
TOP-LID;Placa Montaje de Faciales;ZKTECO;13.77;17.94;21;CONTROL DE ACCESO;PEATONAL
TS1000Pro;Molinete 3 Brazos;ZKTECO;747.6;971.9;10.5;CONTROL DE ACCESO;PEATONAL
TS2000Pro;Molinete 3 brazos ZKTeco;ZKTECO;977.8;1271.1;10.5;CONTROL DE ACCESO;PEATONAL
TSA03-51PRO;Placa Control TS2000Pro;ZKTECO;14.79;19.21;10.5;CONTROL DE ACCESO;PEATONAL
TSA10;Accesorio p/ lector FR120;ZKTECO;23.38;30.43;21;CONTROL DE ACCESO;PEATONAL
TSA12PRO;Modulo FP TS2000Pro;ZKTECO;24.82;32.3;21;CONTROL DE ACCESO;PEATONAL
TSA13;Modulo RFID TS2000;ZKTECO;28.9;37.57;21;CONTROL DE ACCESO;PEATONAL
TSA13PRO;Modulo RFID TS2000Pro;ZKTECO;28.9;37.57;21;CONTROL DE ACCESO;PEATONAL
TSA50;Caja Recoleccion Tarjetas;ZKTECO;13.77;17.94;21;CONTROL DE ACCESO;PEATONAL
BY-HOLSTER-L2;Holster para BYRNA SD L2;BYRNA;141.61;160.65;21;ARMAS NO LETALES;PISTOLAS
BY-MC;Porta Cargador BYRNA;BYRNA;100.7;117.6;21;ARMAS NO LETALES;PISTOLAS
BY-SD-NAR;BYRNA SD SECURITY BOX;BYRNA;729.27;775;21;ARMAS NO LETALES;PISTOLAS
BY-TCR;TCR - Pro Bundle - Orange;BYRNA;1584.96;1648.5;21;ARMAS NO LETALES;PISTOLAS
EX08;Placa de expansion para S;YEASTAR;70;92;10.5;TELEFONIA IP;PLACA EXPANSION
EX30;Placa de expansión con 1;YEASTAR;534;695;10.5;TELEFONIA IP;PLACA EXPANSION
CY-POE-X2;Multiplicador PoE 1 a 2;CYGNUS;63.82;83.04;21;ACCESORIOS;POE
SM-NVR3109-4P;NVR 4K - 9Ch - 4PoE Smart;SMARTPIXEL;45.2;54.2;21;GRABADORES NVR;POE
CY-PA300;Portero IP SIP PoE de int;CYGNUS;222.05;288.96;21;TELEFONIA IP;PORTERO
CY-PTZ-2M-22XIR;2MP22x Starlight PTZ;CYGNUS;632.87;823.55;21;CAMARAS IP;PTZ
CY-PTZ-2M-22XW;2MP 22x IR PTZ;CYGNUS;1072.15;1359.4;21;CAMARAS IP;PTZ
CY-PTZ-4K-22XIR;12Mp 4K 22X IR PTZ;CYGNUS;1112.73;1447.99;21;CAMARAS IP;PTZ
PTZ-2M-33XUILA-AT;2MP PTZ 33X LightHunter;CYGNUS;1472.38;1914.09;21;CAMARAS IP;PTZ
PTZ-5M-WUI-V;5mp LightHunter PTZ AUDIO;CYGNUS;135;149;21;CAMARAS IP;PTZ
PTZ-8M-25XUIR-AT;8MP 25x IR AI PTZ;CYGNUS;1545.18;2008.73;21;CAMARAS IP;PTZ
AOC-1U;Anilla ordenador de cable;GENROD;1.64;1.84;21;ACCESORIOS;RACKS
AOC-2U;Anilla ordenador de cable;GENROD;2.09;2.34;21;ACCESORIOS;RACKS
BF19-1U300;Bandeja fija 19 pulgadas;GENROD;20.95;23.48;21;ACCESORIOS;RACKS
BFV19-1U300;Bandeja fija ventilada 19;GENROD;23.16;25.97;21;ACCESORIOS;RACKS
BFV19-2U300;Bandeja 19 pulgadas 2RU 3;GENROD;28.68;32.14;21;ACCESORIOS;RACKS
CTH19-1U5TC;5 Tomacorrientes Rack;GENROD;42.35;47.46;21;ACCESORIOS;RACKS
CTH19-1U5TCP;5 Tomacorrientes Rack;GENROD;65.25;73.15;21;ACCESORIOS;RACKS
CTV-10T;10 Tomacorrientes Rack;GENROD;89.62;100.47;21;ACCESORIOS;RACKS
DS-XS6404-S-B;Rack mural 19 pulgadas Hi;HIKVISION;0;0;21;ACCESORIOS;RACKS
FC19-1U;Frente ciego 19 pulgadas;GENROD;6.97;6.98;21;ACCESORIOS;RACKS
FC19-2U;Frente ciego 19 pulgadas;GENROD;8.24;8.25;21;ACCESORIOS;RACKS
FV19-2U;"Frente ventilado 19"" x 2U";GENROD;8.82;9.89;21;ACCESORIOS;RACKS
GLC-BAN-DES-001;BANDEJA DESLIZABLE 1UN X;GLC;39;45;21;ACCESORIOS;RACKS
GLC-BAND-FIJA-001;BANDEJA P/RACK FIJA LIVIA;GLC;14;16;21;ACCESORIOS;RACKS
GLC-BAND-FIJA-002;BANDEJA P/RACK FIJA LIVIA;GLC;36;42;21;ACCESORIOS;RACKS
GLC-MURAL-3U370;Rack Mural CCTV 3U x 370m;GLC;51.69;59;21;ACCESORIOS;RACKS
GLC-MURAL-5U370;RACK MURAL CCTV 5U - 370M;GLC;61.86;71;21;ACCESORIOS;RACKS
GLC-MURAL-6U500;Rack Mural de pared 6U x;GLC;94.96;109;21;ACCESORIOS;RACKS
GLC-RACKAB-20U;RACK ABIERTO DE 20 U;GLC;117;134;21;ACCESORIOS;RACKS
GLC-RACKP-40U-600;RACK 19 600 40P CRISTAL;GLC;507;507;21;ACCESORIOS;RACKS
KTT20;Kit de 20 juegos de torni;GENROD;16.49;18.48;21;ACCESORIOS;RACKS
MR19-12U460;Mini Rack 12RU x 460mm de;GENROD;181.69;203.69;21;ACCESORIOS;RACKS
MR19-6U460;Mini Rack 6RU x 460mm de;GENROD;142.61;159.87;21;ACCESORIOS;RACKS
MR19-9U460;Mini Rack 9RU x 460mm de;GENROD;161.51;181.07;21;ACCESORIOS;RACKS
OCC19-1U;"Organizador de cables 19""";GENROD;10.93;12.24;21;ACCESORIOS;RACKS
OCLR-1U;Organizador de cables lat;GENROD;22.51;25.22;21;ACCESORIOS;RACKS
OCT19-1U;"Organizador de cables 19""";GENROD;18.55;20.78;21;ACCESORIOS;RACKS
